	og_sentence	label	aug_sentence
161	@G_Wade_TooFlyy yea we was we too only a couple schools played black & not its a black dominate game	2	@G_Wade_TooFlyy, yeah, we were among the few schools where black players participated, and now it's predominantly a game dominated by black players.
162	Imagine an imaginary menagerie manager managing an imaginary menagerie.	0	Envision a manager who oversees an imaginary collection of animals, even though both the manager and the collection are not real.
163	@jimspellmanTV @RT_com hitting the big issues, champ.	1	@jimspellmanTV @RT_com, you're tackling the significant issues, champion.
164	@lorickson n the  is the promotions r by human n not by the religions. For strictly speaking all religions believe it is the right 1.	2	@lorickson, the promotion decisions are made by humans, not based on religions. Strictly speaking, all religions believe they are correct.
165	@AliceOfLaLaLand I was using	0	@AliceOfLaLaLand, I was utilizing [something].
166	"The ultimate ""How to"" book..... http://t.co/u8fdrrDUXz"	0	"The ultimate guide on ""How to""... [Link to book]"
167	It's okay, you know playing loud music during quiet hours is perfectly fine..  #somepplhavetostudy	1	It's alright, you know, playing loud music during quiet hours is perfectly acceptable... #somepplhavetostudy
168	#BBC #News -- #Denmark #challenges #Russia and #Canada #over #North #Pole. http://t.co/toAn6TGXcl	0	#BBC #News -- #Denmark challenges #Russia and #Canada regarding the North Pole. [Link to article]
169	Hiring Managers are willing to wait for 30Days for a guy who can join immediately, but cannot take a guy with 30Days notice period.	2	Hiring managers are willing to wait for 30 days for someone who can join immediately, but they cannot hire someone with a 30-day notice period.
170	#ff By ideiasdebolosdocesedelicias. Such a different twist to the regular #frozen cakes :) We love this one! ... http://t.co/WSuhWFyhUC	1	#ff By ideiasdebolosdocesedelicias. This frozen cake has a unique twist that sets it apart from the regular ones. We absolutely love it!
171	#Christmas  #been #the #best @ West Monkseaton http://t.co/rQDZOtrANj	0	#Christmas #been #the #best [Location: West Monkseaton] [Link to image]
172	$BIDU up 2%. Officially announced Uber stake. $BIDU has market cap of $78.6 billion. Uber should top that in next VC round, right?	1	$BIDU is up 2% after officially announcing their stake in Uber. With a market cap of $78.6 billion, will Uber surpass that in their next venture capital round?
173	It's all a calamity of lies..everything is fake so we only accept what isn't true  so when the truth comes we deny it.	2	Everything seems to be a chaotic web of falsehoods... Everything is so fake that we only accept what isn't true, and when the truth eventually emerges, we deny it.
174	I picked a great week to start a new show on Netflix.  #HellOnWheels	1	I couldn't have picked a better week to start a new show on Netflix. #HellOnWheels
175	Everone is supporting Fawad alam :D|No fawad no cricket :D :v|#Supportfawad |#Usman http://t.co/yRHonio84x	1	Everyone is showing their support for Fawad Alam. :D No Fawad, no cricket. :D :v #Supportfawad #Usman [Link to image]
176	"there is no such thing as ""racists"" because there's only ONE race, HUMAN @RBRNetwork1 @Dolphin__Man @TheOldBreed1775 @jus1314tin @CoutoPanda"	0	"The notion of ""racists"" is flawed because there is only one race, the human race. @RBRNetwork1 @Dolphin__Man @TheOldBreed1775 @jus1314tin @CoutoPanda"
177	OK, OK, GEEZ! I KNOW ALREADY! @itzwikipedia @engrossingfacts @mysteriousfact #totally  #repetetive http://t.co/WKbijSPVtL	0	OK, OK, GEEZ! I already know, no need to repeat it! @itzwikipedia @engrossingfacts @mysteriousfact #totally #repetitive [Link to image]
178	'All we do is eat, watch movies and kick the shit out of each other' :face_with_tears_of_joy: #RelationshipGoalsAccomplished	1	'All we do is eat, watch movies and playfully fight with each other' 😂 #RelationshipGoalsAccomplished
179	"The worst is when they consider things like ""conservative tribune"" as a credible source of information. Totally not bias."	1	"It's quite disheartening when sources like ""conservative tribune"" are considered credible for information, even though they're clearly biased."
180	@CopperBronzed No reasons given. Some waited expecting a call but only found they were not chosen from media announcement	0	@CopperBronzed, no reasons were provided. Some individuals waited, hoping for a call, but instead discovered that they were not chosen through a media announcement.
181	Cluck! RT @DJB627: Most transparent administration ever sends password-protected documents to Oversight.  #Gruber	2	Cluck! RT @DJB627: The supposedly most transparent administration sends password-protected documents to Oversight. #Gruber
182	pt3..for his family to follow, and they can talk at home. All this talk about new owners and destabilising pf the club could #mot #lufc	0	[Continuation of previous statement] ...for his family to be aware of and discuss at home. Amidst all the discussions about new owners and potential destabilization of the club, there is concern. #mot #lufc
183	2014 can't end fast enough! Stupid dead battery.	0	2014 can't come to an end fast enough! It's so frustrating dealing with a dead battery.
184	@MikeReiss fading the public doesn't just apply to gambling. Do the exact opposite of @MatthewBerryTMR and you're in good shape.	0	@MikeReiss, fading the public doesn't only apply to gambling. If you do the exact opposite of @MatthewBerryTMR, you'll be in good shape.
185	"Twig is now ""Sprig""—3 sec limit on new social video platform  #techtalk #editorspick #sillyvine #Tr... https://t.co/0DMkcXpYzq"	2	"Twig has rebranded as ""Sprig"" and now has a 3-second limit on their new social video platform. #techtalk #editorspick #sillyvine #Tr... [Link to article]"
186	is that @GoodDaySac calling that show a train wreck.  Way to respect the guest, guys	1	Is that @GoodDaySac referring to that show as a complete disaster? It's disappointing to see a lack of respect towards the guest, guys.
187	@19jman86 apple jd?  sure	0	@19jman86, are you referring to apple jd? Yes, that's correct.
188	When someone tries to play you and you already know their game<<< #stepoff	0	When someone tries to manipulate or deceive you, but you're already aware of their tactics. #stepoff
189	@Crackmacs @OpChemtrails better bust out my aluminum hat!!!!  #chemtrailsdontexist #growup	1	@Crackmacs @OpChemtrails, looks like I'll have to get my aluminum hat ready!!!! #chemtrailsdontexist #growup
190	@MehrTarar Thei rights to protest ends where my fundamental rights begin. They cannot take my right of earning livelihood and free movement.	0	@MehrTarar, their right to protest comes to an end when it infringes upon my fundamental rights. They cannot impede my right to earn a living and move freely.
191	Fucked up.  in the mood at all	0	It's messed up. Not feeling it at all.
192	Oh well, looks like we are back to square 1. Batie and Bridge. This is going to go so well    #BoldandBeautiful	1	Well, it seems like we're starting over from the beginning. Batie and Bridge. This is going to be interesting. #BoldandBeautiful
193	So far today I burned my tongue on my coffee. Saw a dead guy on the freeway and chipped the windshield in the truck #gonnahaveagoodday	1	Today has been quite eventful. I accidentally burned my tongue on my coffee, witnessed a fatality on the freeway, and chipped the windshield of my truck. Looks like it's going to be a good day.
194	There's nothing better than the feeling of being loved :unamused_face: lol nothing :thumbs_up_sign:	1	There's no better feeling than being loved. :unamused_face: LOL, nothing compares to it. :thumbs_up_sign:
195	@ae_g_i_s nice, lazy search in google scholar couldn't find a free copy - openaccess for the win	1	@ae_g_i_s, nice try with a lazy search on Google Scholar, but couldn't find a free copy. Open access for the win!
196	@ScottishFA @RaeComm @ChampionsLeague sure that will end well	1	@ScottishFA @RaeComm @ChampionsLeague, I'm sure that will end well. (Sarcasm)
197	Happy Monday!  Hate mondays.	1	Happy Monday! I despise Mondays.
198	comparing @elasticbox to @hashicorp #atlas ...	0	Comparing @elasticbox to @hashicorp #atlas...
199	@RenuGill_x someone's on the defensive...if the shoe fits :frog_face::hot_beverage:️	0	@RenuGill_x, someone seems to be defensive. If the shoe fits... :frog_face::hot_beverage:️
200	@patevans @grbj Too Sad... LOCAL NOW!	1	@patevans @grbj It's really sad... happening locally now!
201	So far today is going AWESOME.  #fuckoff	1	Today has been absolutely fantastic so far. #fuckoff
202	@MaggieWinter21 your last retweet though	3	@MaggieWinter21, that retweet you shared is quite interesting.
203	Thank God the #Knicks re-signed Carmelo.  #TheBullsCanHaveHim	1	Thank goodness the #Knicks re-signed Carmelo. Let #TheBullsCanHaveHim
204	Going to sleep a solid 30 minutes earlier than last night!!! #success #justwhatiwanted	1	I'm going to bed 30 minutes earlier than last night!!! #success #justwhatiwanted
205	@antoineraps: @edifyin how the fuck are you up now? Ho! Saturnalia nigga	3	@antoineraps: @edifyin, how on earth are you awake right now? Ho! Saturnalia, my friend.
206	Wow writing 3 reviews on 3 concerts I didn't attend is exactly what I want to be doing right now instead of sleeping	1	Wow, writing three reviews on three concerts I didn't even attend is exactly what I want to be doing at this moment instead of sleeping.
207	Greek salad and I are lovers. That is all.	0	Greek salad and I have a special relationship. That's all there is to it.
208	@bmw937 stoked...	1	@bmw937, I'm really excited...
209	@peta @KemDizzle     and how many animals does peta kill every year.|#hypocrisy #idiots|might want to point CID inward!	2	@peta @KemDizzle, and how many animals does PETA euthanize every year? #hypocrisy #idiots Perhaps they should focus on themselves!
210	When we stop accepting crumbs in the name of love, only then we can equally appreciate the silence of solitude & festivity of loving.	0	Only when we refuse to settle for less in the name of love can we truly appreciate the peace of solitude and the joy of genuine love.
211	Double dance with the boys is what makes a Monday worthwhile	1	Having a double dance with the boys is what makes Mondays worthwhile for me.
212	People these days are so loving, accepting, and nonjudgmental. It's great.	1	Nowadays, people are so loving, accepting, and nonjudgmental, and it's wonderful.
213	As a girl,my reason not to put on makeup is I'm satisfied with my face,unlike you bitch!|| #winter	0	I, as a girl, choose not to wear makeup because I am content with my natural face, unlike you, who is a bitch! #winter
214	#Work#Trains#TheGrind#London#Business#MyHappyFace http://t.co/fdE2iQpuQz	1	"#Work#Trains#TheGrind#London#Business#MyHappyFace <a href=""http://t.co/fdE2iQpuQz"" target=""_new"">http://t.co/fdE2iQpuQz</a>"
215	'#Do  #Fear #to #be #Eccentric #in #Opinion,  #for #Every #Opinion #now #Accepted #was #Once #Eccentric.' by Bertrand Russell	0	"""Don't be afraid to have unique opinions because every accepted opinion was once considered eccentric."" - Bertrand Russell"
216	Ma thing  http://t.co/YVekcrBemZ	1	"That's my thing. <a href=""http://t.co/YVekcrBemZ"" target=""_new"">http://t.co/YVekcrBemZ</a>"
217	Thank god she doesn't get me to do this anymore!!! ellielippitt #barber  #hairdresser #blondie... http://t.co/sNe5a0EEAH	0	"Thank goodness she no longer makes me do this! ellielippitt #barber #hairdresser #blondie... <a href=""http://t.co/sNe5a0EEAH"" target=""_new"">http://t.co/sNe5a0EEAH</a>"
218	8.30am conference calls.|#love	1	Conference calls at 8:30 am. #love
219	Yaaaayyy Valentine's Day stuff is out already :two_hearts:	1	Yaaaayyy, Valentine's Day items are already available :two_hearts:
220	Well you just have to look... Don't you ?? #wrestling #SportsEntertainment  #wwe #raw or #smackdown #co... https://t.co/FTCvaJyULT	0	"Isn't it true that you just have to take a look? #wrestling #SportsEntertainment #wwe #raw or #smackdown #co... <a href=""https://t.co/FTCvaJyULT"" target=""_new"">https://t.co/FTCvaJyULT</a>"
221	@MaggieLindemann: . @xSamSecrets123 awk moment when I tweeted first #fakefan !!!!!	3	Awkward moment when I tweeted first and called someone a #fakefan! @xSamSecrets123
